"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","African Region","Benin","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","African Region","Benin","Chemical Events",20,2017,"Other Hazards","red"
"Benin","BEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Benin","BEN","African Region","Benin","Radiation Emergencies",20,2017,"Other Hazards","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","National Legislation, Policy and Financing",20,2018,"Prevent","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","IHR Coordination, Communication and Advocacy",40,2018,"Prevent","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Antimicrobial Resistance",20,2018,"Prevent","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Zoonotic Disease",40,2018,"Prevent","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Food Safety",20,2018,"Prevent","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Biosafety and Biosecurity",30,2018,"Prevent","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Immunization",60,2018,"Prevent","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","National Laboratory System",50,2018,"Detect","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Real-Time Surveillance",50,2018,"Detect","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Reporting",40,2018,"Detect","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Human Resources (Animal and human health sector)",40,2018,"Detect","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Preparedness",30,2018,"Respond","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Emergency Response Operations",30,2018,"Respond","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Linking Public Health and Security Authorities",20,2018,"Respond","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Medical Countermeasures",10,2018,"Respond","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Risk Communication",30,2018,"Respond","yellow"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Events Points of Entry (PoEs)",20,2018,"Other Hazards","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Chemical Events",20,2018,"Other Hazards","red"
"Burkina Faso","BFA","Sub-Saharan Africa","Low income","IDA","HIPC","Burkina Faso","BFA","African Region","Burkina Faso","Radiation Emergencies",20,2018,"Other Hazards","red"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","National Legislation, Policy and Financing",60,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","IHR Coordination, Communication and Advocacy",60,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Antimicrobial Resistance",40,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Zoonotic Disease",50,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Food Safety",60,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Biosafety and Biosecurity",50,2016,"Prevent","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Immunization",80,2016,"Prevent","green"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","National Laboratory System",60,2016,"Detect","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Real-Time Surveillance",70,2016,"Detect","green"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Reporting",80,2016,"Detect","green"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Human Resources (Animal and human health sector)",40,2016,"Detect","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Preparedness",30,2016,"Respond","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Emergency Response Operations",20,2016,"Respond","red"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Linking Public Health and Security Authorities",20,2016,"Respond","red"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Medical Countermeasures",20,2016,"Respond","red"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Risk Communication",50,2016,"Respond","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Events Points of Entry (PoEs)",40,2016,"Other Hazards","yellow"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Chemical Events",20,2016,"Other Hazards","red"
"Bangladesh","BGD","South Asia","Lower middle income","IDA",NA,"Bangladesh","BGD","South-East Asia Region","Bangladesh","Radiation Emergencies",40,2016,"Other Hazards","yellow"
"Bulgaria","BGR","Europe & Central Asia","Upper middle income","IBRD",NA,"Bulgaria","BGR",NA,NA,NA,NA,NA,NA,NA
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","National Legislation, Policy and Financing",50,2016,"Prevent","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","IHR Coordination, Communication and Advocacy",100,2016,"Prevent","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Antimicrobial Resistance",60,2016,"Prevent","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Zoonotic Disease",60,2016,"Prevent","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Food Safety",80,2016,"Prevent","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Biosafety and Biosecurity",80,2016,"Prevent","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Immunization",100,2016,"Prevent","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","National Laboratory System",90,2016,"Detect","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Real-Time Surveillance",80,2016,"Detect","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Reporting",90,2016,"Detect","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Human Resources (Animal and human health sector)",60,2016,"Detect","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Preparedness",100,2016,"Respond","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Emergency Response Operations",90,2016,"Respond","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Linking Public Health and Security Authorities",80,2016,"Respond","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Medical Countermeasures",60,2016,"Respond","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Risk Communication",70,2016,"Respond","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Events Points of Entry (PoEs)",40,2016,"Other Hazards","yellow"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Chemical Events",70,2016,"Other Hazards","green"
"Bahrain","BHR","Middle East & North Africa","High income",NA,NA,"Bahrain","BHR","Eastern Mediterranean Region","Bahrain","Radiation Emergencies",60,2016,"Other Hazards","yellow"
"Bahamas, The","BHS","Latin America & Caribbean","High income",NA,NA,"Bahamas","BHS",NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","IBRD",NA,"Bosnia & Herzegovina","BIH",NA,NA,NA,NA,NA,NA,NA
"Belarus","BLR","Europe & Central Asia","Upper middle income","IBRD",NA,"Belarus","BLR",NA,NA,NA,NA,NA,NA,NA
"Belize","BLZ","Latin America & Caribbean","Upper middle income","IBRD",NA,"Belize","BLZ",NA,NA,NA,NA,NA,NA,NA
"Bermuda","BMU","North America","High income",NA,NA,"Bermuda","BMU",NA,NA,NA,NA,NA,NA,NA
"Bolivia","BOL","Latin America & Caribbean","Lower middle income","IBRD","HIPC","Bolivia","BOL",NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA","Latin America & Caribbean","Upper middle income","IBRD",NA,"Brazil","BRA",NA,NA,NA,NA,NA,NA,NA
"Barbados","BRB","Latin America & Caribbean","High income",NA,NA,"Barbados","BRB",NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","National Legislation, Policy and Financing",86,2019,"Prevent","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","IHR Coordination, Communication and Advocacy",60,2019,"Prevent","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Antimicrobial Resistance",60,2019,"Prevent","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Zoonotic Disease",60,2019,"Prevent","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Food Safety",60,2019,"Prevent","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Biosafety and Biosecurity",50,2019,"Prevent","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Immunization",100,2019,"Prevent","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","National Laboratory System",85,2019,"Detect","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Real-Time Surveillance",73,2019,"Detect","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Reporting",90,2019,"Detect","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Human Resources (Animal and human health sector)",60,2019,"Detect","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Preparedness",50,2019,"Respond","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Emergency Response Operations",60,2019,"Respond","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Linking Public Health and Security Authorities",60,2019,"Respond","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Medical Countermeasures",60,2019,"Respond","yellow"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Risk Communication",76,2019,"Respond","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Events Points of Entry (PoEs)",80,2019,"Other Hazards","green"
"Brunei Darussalam","BRN","East Asia & Pacific","High income",NA,NA,"Brunei","BRN","Western Pacific Region","Brunei Darussalam","Chemical Events",80,2019,"Other Hazards","green"
